prompt_id,prompt,expected_category,language,prompt_style,rank,similarity,auto_relevant,image_id,source,country,category,title,page_url,image_url,license,notes,artist,credit,description,commons_file_title,commons_category_used,original_image_url,mime,local_path,manual_relevant
p04,ancient pottery from a museum,pottery_ceramics,en,contextual,8,0.3181502521038055,1,commons_iraq_pottery_ceramics_pottery_in_the_national_museum_of_iraq_0012,Wikimedia Commons,Iraq,pottery_ceramics,4. Painted pottery jar. From Iraq. Iraq Museum,https://commons.wikimedia.org/wiki/File:4._Painted_pottery_jar._From_Iraq._Iraq_Museum.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/4._Painted_pottery_jar._From_Iraq._Iraq_Museum.jpg/960px-4._Painted_pottery_jar._From_Iraq._Iraq_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Pottery artifacts from National Museum of Iraq,Osama Shukir Muhammed Amin FRCP(Glasg),Own work,"Painted pottery jar. From Iraq. Iraq Museum, Baghdad. Style, provenance, and period?",File:4. Painted pottery jar. From Iraq. Iraq Museum.jpg,Pottery in the National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/4/48/4._Painted_pottery_jar._From_Iraq._Iraq_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg,data/images/wikimedia_commons/pottery_ceramics/commons_iraq_pottery_ceramics_pottery_in_the_national_museum_of_iraq_0012_47a1fbb33524.jpg,1
p04,ancient pottery from a museum,pottery_ceramics,en,contextual,9,0.3162404298782348,1,commons_iraq_pottery_ceramics_pottery_in_the_national_museum_of_iraq_0038,Wikimedia Commons,Iraq,pottery_ceramics,"Painted pottery pot. From Iraq. 3500-2800 BCE. Iraq Museum, Baghdad. Provenance and style?","https://commons.wikimedia.org/wiki/File:Painted_pottery_pot._From_Iraq._3500-2800_BCE._Iraq_Museum,_Baghdad._Provenance_and_style?.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Painted_pottery_pot._From_Iraq._3500-2800_BCE._Iraq_Museum%2C_Baghdad._Provenance_and_style%3F.jpg/960px-Painted_pottery_pot._From_Iraq._3500-2800_BCE._Iraq_Museum%2C_Baghdad._Provenance_and_style%3F.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Pottery artifacts from National Museum of Iraq,Osama Shukir Muhammed Amin FRCP(Glasg),Own work,"Painted pottery pot. From Iraq. 3500-2800 BCE. Iraq Museum, Baghdad. Provenance and style?","File:Painted pottery pot. From Iraq. 3500-2800 BCE. Iraq Museum, Baghdad. Provenance and style?.jpg",Pottery in the National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/4/47/Painted_pottery_pot._From_Iraq._3500-2800_BCE._Iraq_Museum%2C_Baghdad._Provenance_and_style%3F.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg,data/images/wikimedia_commons/pottery_ceramics/commons_iraq_pottery_ceramics_pottery_in_the_national_museum_of_iraq_0038_12faaf5ac73f.jpg,1
p04,ancient pottery from a museum,pottery_ceramics,en,contextual,10,0.3155351281166076,1,commons_iraq_pottery_ceramics_pottery_in_the_national_museum_of_iraq_0040,Wikimedia Commons,Iraq,pottery_ceramics,"Painted pottery vessel with geometric motifs. From Tell Hasan, Hamrin Basin, Iraq. 5th millennium BCE. Iraq Museum","https://commons.wikimedia.org/wiki/File:Painted_pottery_vessel_with_geometric_motifs._From_Tell_Hasan,_Hamrin_Basin,_Iraq._5th_millennium_BCE._Iraq_Museum.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Painted_pottery_vessel_with_geometric_motifs._From_Tell_Hasan%2C_Hamrin_Basin%2C_Iraq._5th_millennium_BCE._Iraq_Museum.jpg/960px-Painted_pottery_vessel_with_geometric_motifs._From_Tell_Hasan%2C_Hamrin_Basin%2C_Iraq._5th_millennium_BCE._Iraq_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Pottery artifacts from National Museum of Iraq,Osama Shukir Muhammed Amin FRCP(Glasg),Own work,"Painted pottery vessel with geometric motifs. From Tell Hasan, Hamrin Basin, Iraq. Halaf culture, 5000 BCE. Iraq Museum, Baghdad.","File:Painted pottery vessel with geometric motifs. From Tell Hasan, Hamrin Basin, Iraq. 5th millennium BCE. Iraq Museum.jpg",Pottery in the National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/d/d7/Painted_pottery_vessel_with_geometric_motifs._From_Tell_Hasan%2C_Hamrin_Basin%2C_Iraq._5th_millennium_BCE._Iraq_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg,data/images/wikimedia_commons/pottery_ceramics/commons_iraq_pottery_ceramics_pottery_in_the_national_museum_of_iraq_0040_2a2b2dba610d.jpg,1
p05,a statue from an Arab museum,sculptures_statues,en,generic,1,0.3321366608142853,1,commons_iraq_sculptures_statues_statues_in_national_museum_of_iraq_0001,Wikimedia Commons,Iraq,sculptures_statues,A statue of black diorite stone,https://commons.wikimedia.org/wiki/File:A_statue_of_black_diorite_stone.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/A_statue_of_black_diorite_stone.jpg/960px-A_statue_of_black_diorite_stone.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Statues from National Museum of Iraq,Solider 16IQ,Own work,A missing-headed Assyrian diurite statue engraved on his shoulder and back in cuneiform writing reminising the name of King Intmina found in Ur dating back to the Dawn of the Third Dynasties (2600-2370 BC). M).,File:A statue of black diorite stone.jpg,Statues in National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/8/8b/A_statue_of_black_diorite_stone.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg,data/images/wikimedia_commons/sculptures_statues/commons_iraq_sculptures_statues_statues_in_national_museum_of_iraq_0001_18c17c161d56.jpg,1
p05,a statue from an Arab museum,sculptures_statues,en,generic,2,0.3308338224887848,1,commons_iraq_sculptures_statues_statues_in_national_museum_of_iraq_0015,Wikimedia Commons,Iraq,sculptures_statues,"Goddess Bau from Ur, c. 1800 BCE. Iraq Museum","https://commons.wikimedia.org/wiki/File:Goddess_Bau_from_Ur,_c._1800_BCE._Iraq_Museum.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Goddess_Bau_from_Ur%2C_c._1800_BCE._Iraq_Museum.jpg/960px-Goddess_Bau_from_Ur%2C_c._1800_BCE._Iraq_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Statues from National Museum of Iraq,Osama Shukir Muhammed Amin FRCP(Glasg),Own work,"Statue of a seated goddess, Bau (Nintinugga), from the Ningal Complex (Giparu, also called E-gig-par, or gig-par-ku) at the city of Ur, Iraq. Isin-Larsa period, c. 1800 BCE. Black diorite. Bau was the consort of the god Ninurta and the goddess of healing. On display the Iraq Museum in Baghdad, Iraq. U 6779B, IM 18663. Ur's 4th season of excavation by Sir Woolley, 1925-1926.","File:Goddess Bau from Ur, c. 1800 BCE. Iraq Museum.jpg",Statues in National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/1/15/Goddess_Bau_from_Ur%2C_c._1800_BCE._Iraq_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg,data/images/wikimedia_commons/sculptures_statues/commons_iraq_sculptures_statues_statues_in_national_museum_of_iraq_0015_eb94a08425ac.jpg,1
p05,a statue from an Arab museum,sculptures_statues,en,generic,3,0.3266099989414215,1,commons_iraq_sculptures_statues_statues_in_national_museum_of_iraq_0029,Wikimedia Commons,Iraq,sculptures_statues,"Headless statue of Hercules, from Hatra, Iraq. 2nd-3rd century CE. Iraq Museum","https://commons.wikimedia.org/wiki/File:Headless_statue_of_Hercules,_from_Hatra,_Iraq._2nd-3rd_century_CE._Iraq_Museum.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Headless_statue_of_Hercules%2C_from_Hatra%2C_Iraq._2nd-3rd_century_CE._Iraq_Museum.jpg/960px-Headless_statue_of_Hercules%2C_from_Hatra%2C_Iraq._2nd-3rd_century_CE._Iraq_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Statues from National Museum of Iraq,Osama Shukir Muhammed Amin FRCP(Glasg),Own work,"Headless statue of Hercules (holding a club and a lion's skin). He wears a Hatrene attire. The name of the person who dedicated this statue to the temple is inscribed on the back. From the 10th Temple at Hatra, Iraq. 2nd-3rd century CE. Iraq Museum, Baghdad, Iraq.","File:Headless statue of Hercules, from Hatra, Iraq. 2nd-3rd century CE. Iraq Museum.jpg",Statues in National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/0/0a/Headless_statue_of_Hercules%2C_from_Hatra%2C_Iraq._2nd-3rd_century_CE._Iraq_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg,data/images/wikimedia_commons/sculptures_statues/commons_iraq_sculptures_statues_statues_in_national_museum_of_iraq_0029_15ae9b1f24a1.jpg,1
p05,a statue from an Arab museum,sculptures_statues,en,generic,4,0.3262292146682739,1,commons_iraq_sculptures_statues_statues_in_national_museum_of_iraq_0031,Wikimedia Commons,Iraq,sculptures_statues,"Headless statuette of a bearded Sumerian male from Diyala Region, Iraq","https://commons.wikimedia.org/wiki/File:Headless_statuette_of_a_bearded_Sumerian_male_from_Diyala_Region,_Iraq.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Headless_statuette_of_a_bearded_Sumerian_male_from_Diyala_Region%2C_Iraq.jpg/960px-Headless_statuette_of_a_bearded_Sumerian_male_from_Diyala_Region%2C_Iraq.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Statues from National Museum of Iraq,Osama Shukir Muhammed Amin FRCP(Glasg),Own work,"Headless statuette of a bearded Sumerian male from Diyala Region (Khafajah, Tell Asmar. or Tell Agrab?), Iraq. Early Dynastic Period, 2600-2370 BCE. On display at the Iraq Museum in Baghdad.","File:Headless statuette of a bearded Sumerian male from Diyala Region, Iraq.jpg",Statues in National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/e/e1/Headless_statuette_of_a_bearded_Sumerian_male_from_Diyala_Region%2C_Iraq.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg,data/images/wikimedia_commons/sculptures_statues/commons_iraq_sculptures_statues_statues_in_national_museum_of_iraq_0031_80e5351c0b40.jpg,1
p05,a statue from an Arab museum,sculptures_statues,en,generic,5,0.325829267501831,1,commons_iraq_sculptures_statues_statues_in_national_museum_of_iraq_0002,Wikimedia Commons,Iraq,sculptures_statues,A statue of limestone repre,https://commons.wikimedia.org/wiki/File:A_statue_of_limestone_repre.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/A_statue_of_limestone_repre.jpg/960px-A_statue_of_limestone_repre.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Statues from National Museum of Iraq,Solider 16IQ,Own work,"A statue of limestone repre, Assryian Hall, Iraqi Mesum",File:A statue of limestone repre.jpg,Statues in National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/d/d0/A_statue_of_limestone_repre.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg,data/images/wikimedia_commons/sculptures_statues/commons_iraq_sculptures_statues_statues_in_national_museum_of_iraq_0002_dfe7ebee9cc1.jpg,1
p05,a statue from an Arab museum,sculptures_statues,en,generic,6,0.3250529170036316,1,commons_iraq_sculptures_statues_statues_in_national_museum_of_iraq_0011,Wikimedia Commons,Iraq,sculptures_statues,God Ea,https://commons.wikimedia.org/wiki/File:God_Ea.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/God_Ea.jpg/960px-God_Ea.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Statues from National Museum of Iraq,Osama Shukir Muhammed Amin FRCP(Glasg),Own work,"God ""Ea"" (Sumerian Enki), holding a cup from which water emerges and flows. Initially, Ea was the patron god of Eridu. This is one of a pair of statues of Ea which were found at the entrance to the Sin Temple at Khorsabad, Ninawa, Iraq. 710-705 BCE. On display at the Iraq Museum in Baghdad, Iraq.",File:God Ea.jpg,Statues in National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/7/7e/God_Ea.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg,data/images/wikimedia_commons/sculptures_statues/commons_iraq_sculptures_statues_statues_in_national_museum_of_iraq_0011_91519e843567.jpg,1
p05,a statue from an Arab museum,sculptures_statues,en,generic,7,0.3237298130989074,1,commons_iraq_sculptures_statues_statues_in_national_museum_of_iraq_0039,Wikimedia Commons,Iraq,sculptures_statues,Kurba'il Statue of King Shalmaneser III,https://commons.wikimedia.org/wiki/File:Kurba'il_Statue_of_King_Shalmaneser_III.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Kurba%27il_Statue_of_King_Shalmaneser_III.jpg/960px-Kurba%27il_Statue_of_King_Shalmaneser_III.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Statues from National Museum of Iraq,Osama Shukir Muhammed Amin FRCP(Glasg),Own work,"Kurba'il Statue (back view) of Shalmaneser III from Fort Shalmaneser (in Nimrud, Mesopotamia, Iraq), in the Iraq Museum, Baghdad. C. 858-824 BCE. ND10000",File:Kurba'il Statue of King Shalmaneser III.jpg,Statues in National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/5/50/Kurba%27il_Statue_of_King_Shalmaneser_III.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg,data/images/wikimedia_commons/sculptures_statues/commons_iraq_sculptures_statues_statues_in_national_museum_of_iraq_0039_37e71e376509.jpg,1
p05,a statue from an Arab museum,sculptures_statues,en,generic,8,0.3189258277416229,1,commons_iraq_sculptures_statues_statues_in_national_museum_of_iraq_0027,Wikimedia Commons,Iraq,sculptures_statues,"Headless statue of an unidentified nobleman from Hatra, Iraq. 2nd-3rd century CE. Iraq Museum","https://commons.wikimedia.org/wiki/File:Headless_statue_of_an_unidentified_nobleman_from_Hatra,_Iraq._2nd-3rd_century_CE._Iraq_Museum.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Headless_statue_of_an_unidentified_nobleman_from_Hatra%2C_Iraq._2nd-3rd_century_CE._Iraq_Museum.jpg/960px-Headless_statue_of_an_unidentified_nobleman_from_Hatra%2C_Iraq._2nd-3rd_century_CE._Iraq_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Statues from National Museum of Iraq,Osama Shukir Muhammed Amin FRCP(Glasg),Own work,"Headless statue of an unidentified nobleman from Hatra, Iraq. In his left hand, there is a palm branch or a large feather. 2nd-3rd century CE. Iraq Museum, Baghdad, Iraq.","File:Headless statue of an unidentified nobleman from Hatra, Iraq. 2nd-3rd century CE. Iraq Museum.jpg",Statues in National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/5/58/Headless_statue_of_an_unidentified_nobleman_from_Hatra%2C_Iraq._2nd-3rd_century_CE._Iraq_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg,data/images/wikimedia_commons/sculptures_statues/commons_iraq_sculptures_statues_statues_in_national_museum_of_iraq_0027_439e467b62ad.jpg,1
p05,a statue from an Arab museum,sculptures_statues,en,generic,9,0.3180280923843384,1,commons_iraq_sculptures_statues_statues_in_national_museum_of_iraq_0034,Wikimedia Commons,Iraq,sculptures_statues,"Headless statuette of a Sumerian male worshiper from Diyala Region, Mesopotamia, Iraq","https://commons.wikimedia.org/wiki/File:Headless_statuette_of_a_Sumerian_male_worshiper_from_Diyala_Region,_Mesopotamia,_Iraq.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Headless_statuette_of_a_Sumerian_male_worshiper_from_Diyala_Region%2C_Mesopotamia%2C_Iraq.jpg/960px-Headless_statuette_of_a_Sumerian_male_worshiper_from_Diyala_Region%2C_Mesopotamia%2C_Iraq.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Statues from National Museum of Iraq,Osama Shukir Muhammed Amin FRCP(Glasg),Own work,"Headless statuette of a Sumerian male worshiper from Khafajah, Diyala Region, Iraq. Early Dynastic Period, 2600-2370 BCE. On display at the Iraq Museum in Baghdad.","File:Headless statuette of a Sumerian male worshiper from Diyala Region, Mesopotamia, Iraq.jpg",Statues in National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/b/bd/Headless_statuette_of_a_Sumerian_male_worshiper_from_Diyala_Region%2C_Mesopotamia%2C_Iraq.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg,data/images/wikimedia_commons/sculptures_statues/commons_iraq_sculptures_statues_statues_in_national_museum_of_iraq_0034_e977a911c1dc.jpg,1
p05,a statue from an Arab museum,sculptures_statues,en,generic,10,0.3177382349967956,1,commons_iraq_sculptures_statues_statues_in_national_museum_of_iraq_0030,Wikimedia Commons,Iraq,sculptures_statues,"Headless statue, the name of the deity Ninshubur is mentioned on the right shoulder. From Adab. 2600-2370 BCE. Iraq Museum","https://commons.wikimedia.org/wiki/File:Headless_statue,_the_name_of_the_deity_Ninshubur_is_mentioned_on_the_right_shoulder._From_Adab._2600-2370_BCE._Iraq_Museum.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Headless_statue%2C_the_name_of_the_deity_Ninshubur_is_mentioned_on_the_right_shoulder._From_Adab._2600-2370_BCE._Iraq_Museum.jpg/960px-Headless_statue%2C_the_name_of_the_deity_Ninshubur_is_mentioned_on_the_right_shoulder._From_Adab._2600-2370_BCE._Iraq_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Statues from National Museum of Iraq,Osama Shukir Muhammed Amin FRCP(Glasg),Own work,"Headless statue. The name of the Sumerian deity Ninshubur (also Ninshubar, Nincubura, or Ninšubur) appears in the right shoulder's cuneiform inscription. From Adab (Bismaya), Iraq. Early Dynastic period, 2600-2370 BCE. On display at the Sumerian Gallery of the Iraq Museum in Baghdad, Iraq.","File:Headless statue, the name of the deity Ninshubur is mentioned on the right shoulder. From Adab. 2600-2370 BCE. Iraq Museum.jpg",Statues in National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/1/14/Headless_statue%2C_the_name_of_the_deity_Ninshubur_is_mentioned_on_the_right_shoulder._From_Adab._2600-2370_BCE._Iraq_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg,data/images/wikimedia_commons/sculptures_statues/commons_iraq_sculptures_statues_statues_in_national_museum_of_iraq_0030_6315582bf929.jpg,1
p06,a sculpture displayed in a museum,sculptures_statues,en,contextual,1,0.3185142278671264,0,commons_bahrain_bahrain_museum_objects_bahrain_national_museum_0011,Wikimedia Commons,Bahrain,bahrain_museum_objects,Contraposicion,https://commons.wikimedia.org/wiki/File:Contraposicion.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Contraposicion.jpg/960px-Contraposicion.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 2.5,Bahrain National Museum objects and museum images,MarisaLR,Own work,Sculpture of Medina Ayllón at the Bahrain Museum,File:Contraposicion.jpg,Bahrain National Museum,https://upload.wikimedia.org/wikipedia/commons/0/0e/Contraposicion.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg,data/images/wikimedia_commons/bahrain_museum_objects/commons_bahrain_bahrain_museum_objects_bahrain_national_museum_0011_5792d248cd39.jpg,1
p06,a sculpture displayed in a museum,sculptures_statues,en,contextual,2,0.3160529136657715,0,commons_bahrain_bahrain_museum_objects_bahrain_national_museum_0016,Wikimedia Commons,Bahrain,bahrain_museum_objects,Double vessel and amphoriskos Tylos period A111,https://commons.wikimedia.org/wiki/File:Double_vessel_and_amphoriskos_Tylos_period_A111.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Double_vessel_and_amphoriskos_Tylos_period_A111.jpg/960px-Double_vessel_and_amphoriskos_Tylos_period_A111.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 3.0,Bahrain National Museum objects and museum images,Ciacho5,Own work,Double vessel of alabaster and glass amphoriskos found in grave of wealthy women from Tylos period. Exhibit in Bahrain National Museum,File:Double vessel and amphoriskos Tylos period A111.jpg,Bahrain National Museum,https://upload.wikimedia.org/wikipedia/commons/4/48/Double_vessel_and_amphoriskos_Tylos_period_A111.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg,data/images/wikimedia_commons/bahrain_museum_objects/commons_bahrain_bahrain_museum_objects_bahrain_national_museum_0016_8f72e9405893.jpg,0
p06,a sculpture displayed in a museum,sculptures_statues,en,contextual,3,0.3085182309150696,1,commons_iraq_sculptures_statues_statues_in_national_museum_of_iraq_0001,Wikimedia Commons,Iraq,sculptures_statues,A statue of black diorite stone,https://commons.wikimedia.org/wiki/File:A_statue_of_black_diorite_stone.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/A_statue_of_black_diorite_stone.jpg/960px-A_statue_of_black_diorite_stone.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Statues from National Museum of Iraq,Solider 16IQ,Own work,A missing-headed Assyrian diurite statue engraved on his shoulder and back in cuneiform writing reminising the name of King Intmina found in Ur dating back to the Dawn of the Third Dynasties (2600-2370 BC). M).,File:A statue of black diorite stone.jpg,Statues in National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/8/8b/A_statue_of_black_diorite_stone.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg,data/images/wikimedia_commons/sculptures_statues/commons_iraq_sculptures_statues_statues_in_national_museum_of_iraq_0001_18c17c161d56.jpg,1
p06,a sculpture displayed in a museum,sculptures_statues,en,contextual,4,0.3070742487907409,1,commons_iraq_sculptures_statues_statues_in_national_museum_of_iraq_0028,Wikimedia Commons,Iraq,sculptures_statues,"Headless statue of Hercules from Hatra, Iraq. 3rd century CE. Iraq Museum","https://commons.wikimedia.org/wiki/File:Headless_statue_of_Hercules_from_Hatra,_Iraq._3rd_century_CE._Iraq_Museum.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Headless_statue_of_Hercules_from_Hatra%2C_Iraq._3rd_century_CE._Iraq_Museum.jpg/960px-Headless_statue_of_Hercules_from_Hatra%2C_Iraq._3rd_century_CE._Iraq_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Statues from National Museum of Iraq,Osama Shukir Muhammed Amin FRCP(Glasg),Own work,"The Latin inscription at the base of the statue dates it back to 238-241 CE. This statue was erected by the Roman legion defending the city of Hatra against the Sassanian invasion. Hercules holds a cup in his left hand and a lion's skin is draped on his left forearm. The right arm holds a large bat. From the 9th temple at Hatra, Iraq. Iraq Museum, Baghdad, Iraq.","File:Headless statue of Hercules from Hatra, Iraq. 3rd century CE. Iraq Museum.jpg",Statues in National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/0/09/Headless_statue_of_Hercules_from_Hatra%2C_Iraq._3rd_century_CE._Iraq_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg,data/images/wikimedia_commons/sculptures_statues/commons_iraq_sculptures_statues_statues_in_national_museum_of_iraq_0028_b40e672fd9e8.jpg,1
p06,a sculpture displayed in a museum,sculptures_statues,en,contextual,5,0.3067336082458496,1,commons_iraq_sculptures_statues_statues_in_national_museum_of_iraq_0011,Wikimedia Commons,Iraq,sculptures_statues,God Ea,https://commons.wikimedia.org/wiki/File:God_Ea.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/God_Ea.jpg/960px-God_Ea.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Statues from National Museum of Iraq,Osama Shukir Muhammed Amin FRCP(Glasg),Own work,"God ""Ea"" (Sumerian Enki), holding a cup from which water emerges and flows. Initially, Ea was the patron god of Eridu. This is one of a pair of statues of Ea which were found at the entrance to the Sin Temple at Khorsabad, Ninawa, Iraq. 710-705 BCE. On display at the Iraq Museum in Baghdad, Iraq.",File:God Ea.jpg,Statues in National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/7/7e/God_Ea.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg,data/images/wikimedia_commons/sculptures_statues/commons_iraq_sculptures_statues_statues_in_national_museum_of_iraq_0011_91519e843567.jpg,1
p06,a sculpture displayed in a museum,sculptures_statues,en,contextual,6,0.3044743537902832,1,commons_iraq_sculptures_statues_statues_in_national_museum_of_iraq_0015,Wikimedia Commons,Iraq,sculptures_statues,"Goddess Bau from Ur, c. 1800 BCE. Iraq Museum","https://commons.wikimedia.org/wiki/File:Goddess_Bau_from_Ur,_c._1800_BCE._Iraq_Museum.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Goddess_Bau_from_Ur%2C_c._1800_BCE._Iraq_Museum.jpg/960px-Goddess_Bau_from_Ur%2C_c._1800_BCE._Iraq_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Statues from National Museum of Iraq,Osama Shukir Muhammed Amin FRCP(Glasg),Own work,"Statue of a seated goddess, Bau (Nintinugga), from the Ningal Complex (Giparu, also called E-gig-par, or gig-par-ku) at the city of Ur, Iraq. Isin-Larsa period, c. 1800 BCE. Black diorite. Bau was the consort of the god Ninurta and the goddess of healing. On display the Iraq Museum in Baghdad, Iraq. U 6779B, IM 18663. Ur's 4th season of excavation by Sir Woolley, 1925-1926.","File:Goddess Bau from Ur, c. 1800 BCE. Iraq Museum.jpg",Statues in National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/1/15/Goddess_Bau_from_Ur%2C_c._1800_BCE._Iraq_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg,data/images/wikimedia_commons/sculptures_statues/commons_iraq_sculptures_statues_statues_in_national_museum_of_iraq_0015_eb94a08425ac.jpg,1
